date,time,localCurrentTemperature (°C),localCurrentApparentTemperature (°C),LocalForecastedTemperature_3 (°C),LocalForecastedApparentTemperature_3 (°C),LocalForecastedTemperature_6 (°C),LocalForecastedApparentTemperature_6 (°C),localCurrentHumidity (%),LocalForecastedHumidity_3 (%),LocalForecastedHumidity_6 (%),LocalCurrent_Cloudiness (%),LocalForecastedCloudiness_3 (%),LocalForecastedCloudiness_6 (%),localCurrentUVIndex,LocalCurrent_Rain (mm),LocalForecastedRain_3 (mm),LocalForecastedRain_6 (mm),LocalCurrent_Snow (mm),LocalForecastedSnow_3 (mm),LocalForecastedSnow_6 (mm),SensorTemperature (°C),SensorRelativeHumidity (%),SensorUltraviolet,SensorLuminance (Lux),MotionAlarm,TamperAlarm,WallPlugSwitch1_Switch_1,WallPlugSwitch1_SensorPower_1 (W),Multisensor_outside_SensorTemperature (°C),Multisensor_outside_SensorRelativeHumidity (%),Multisensor_outside_SensorUltraviolet,Multisensor_outside_SensorLuminance(Lux),Multisensor_outside_TamperAlarm,Multisensor_outside_MotionAlarm,sensor1_temperature (°C),sensor2_temperature (°C),sensor3_temperature (°C),sensor4_temperature (°C),sensor5_temperature (°C),sensor1_humidity (%),sensor2_humidity (%),sensor3_humidity (%),sensor4_humidity (%),sensor5_humidity (%),Enocean_Temperature_1 (°C),Enocean_Humidity_1 (%),Brightness_sensor_temperature_1 (°C),Brightness_Sensor_Temperature_2 (°C),Brightness_Sensor_Ambient_Brightness_1,Brightness_Sensor_Ambient_Brightness_2,Brightness_Sensor_Motion_detection_1,Brightness_Sensor_Motion_detection_2,Brightness_Sensor_Battery_1 (%),Brightness_Sensor_Battery_2 (%),Socket_Energy_1(W h),Socket_Energy_2 (W h),Socket_Power_1 (W),Socket_Power_2 (W),Socket_Switch_1,Socket_Switch_2,Socket_Energy_3 (W h),Socket_Energy_4 (W h),Socket_Power_3 (W),Socket_Power_4 (W),Socket_Switch_3,Socket_Switch_4,Luminance_Sensor_Luminance_1 (Lux),Luminance_Sensor_Luminance_2 (Lux),Luminance_Sensor_Battery_1 (%),Luminance_Sensor_Battery_2 (%),Rain_Sensor_Precipitation_1 (mm),Rain_Sensor_Water_Meter_1 (m³),Rain_Sensor_Battery_1 (%),AIR_Quality_Sensor_CO2_2 (ppm),AIR_Quality_Sensor_Dew_point_2(°C),AIR_Quality_Sensor_Humidity_2 (%),AIR_Quality_Sensor_Temperature_2 (°C),AIR_Quality_Sensor_VOC_2 (ppm),AirQualitySensor_SensorTemperature (°C),AirQualitySensor_SensorRelativeHumidity (%),AirQualitySensor_SensorVOLATILE_ORGANIC_COMPOUND (ppm),AirQualitySensor_SensorDewPoint (°C) ,AirQualitySensor_SensorCO2 (ppm),Weather_Station_Air_Pressure_1 (mBar) ,Weather_Station_Dew_Point_1 (°C),Weather_Station_Electricity_meter_1 (W),Weather_Station_Heat_meter_1,Weather_Station_Humidity_1 (%),Weather_Station_Luminance_1 (Lux),Weather_Station_Temperature_1 (°C),Weather_Station_Wind_Speed_1 (m/s),Rain_Sensor_Precipitation_2 (mm),Rain_Sensor_Water_Meter_2 (m³),Rain_Sensor_Battery_2 (%),Temperature_25 (°C),Temperature_26 (°C),Temperature_27 (°C),Weather_Station_Air_Pressure_2 (mBar),Weather_Station_Dew_Point_2 (°C),Weather_Station_Electricity_meter_2 (W),Weather_Station_Heat_meter_2,Weather_Station_Humidity_2 (%),Weather_Station_Luminance_2 (Lux),Weather_Station_Temperature_2 (°C),Weather_Station_Wind_Speed_2 (m/s),wind_sensor_power (W),wind_sensor_energy (W h),Window_opening_power (W),Window_opening_energy (W h),Slats_angle_power (W),Slats_angle_energy (W h),Window_blinds_power (W),Window_blinds_energy (W h),Weather_Station_Air_Pressure_3 (mBar),Weather_Station_Dew_Point_3 (°C),Weather_Station_Electricity_meter_3 (W),Weather_Station_Heat_meter_3,Weather_Station_Humidity_3 (%),Weather_Station_Luminance_3 (Lux),Weather_Station_Temperature_3 (°C),Weather_Station_Wind_Speed_3 (m/s),AIR_Quality_Sensor_CO2_3 (ppm),AIR_Quality_Sensor_Dew_point_3 (°C),AIR_Quality_Sensor_Humidity_3 (%),AIR_Quality_Sensor_Temperature_3 (°C),AIR_Quality_Sensor_VOC_3 (ppm),AIR_Quality_Sensor_CO2_4 (ppm),AIR_Quality_Sensor_Dew_point_4 (°C),AIR_Quality_Sensor_Humidity_4 (%),AIR_Quality_Sensor_Temperature_4 (°C),AIR_Quality_Sensor_VOC_4 (ppm),AIR_Quality_Sensor_CO2_5 (ppm),AIR_Quality_Sensor_Dew_point_5 (°C),AIR_Quality_Sensor_Humidity_5 (%),AIR_Quality_Sensor_Temperature_5 (°C),AIR_Quality_Sensor_VOC_5 (ppm), Temperature_back_PVSys_8 (°C),Temperature_inside_PVSys_9 (°C),Temperature_outside_PVSys_10 (°C),RSSI = 7: Air Flow Sensor Outside,RSSI = 8: Air Flow Sensor Inside,RSSI = 9: Air Flow Sensor Solar,RSSI = 3: Temperature_sensor_outside (°C), RSSI = 4: Temperature_sensor_inside (°C),RSSI = 5: Temperature_sensor_solar (°C),Window_opening_angle (°),Window_blinds (%),Slats_angle (°),Ventilation_Flap_switch,Switch_3_AND_4, Solar_irradiation_17 (W/m2), Solar_irradiation_18 (W/m2),Socket_Switch_51,Socket_power_51 (W),Socket_Energy_51 (kWh), temperature_inside_50 (°C), temperature_outside_50(°C), humidity_inside_50 (%), humidity_outside_50 (%), Supply_air_flow_50(m3/h), exhaust_air_flow_50 (m3/h), Lunos_Ventilation_Mode, Lunos_Ventilation_Heat_Recovery_mode, Control_Algorithm, raspberrypi_switch, raspberrypi_power(W), raspberrypi_energy (kWh), no_of_persons, Window_blinds_power_consumption (W), Window_blinds_energy_consumption (kWh)
2022-02-01,23:02:29,1.28,-4.75,1.57,-4.07,1.38,-4.6,91,90,91,75,83,92,0.83,0.0,0.0,0.0,0.56,0.27666666666666667,0.5366666666666667,23.2,28,0,0,OFF,OFF,ON,0,3.8,100,0,0,OFF,OFF,29.4,29.5,0.22,29.4,0.77,9.0,6.0,6.23,38.0,97.09,0.16,93.199997,16.0,1.0,22.0,1.0,OFF,OFF,100.0,100.0,9.384,505.804,0.0,0.0,OFF,ON,51.855,5.143,0.0,0.0,OFF,OFF,1759.0,8.0,100.0,100.0,260.1,0.18,66.0,406.0,0.0,94.0,0.8,0.189,18.9,30.0,51.855,1.6,457.0,94.7,-1.1,0.35792,11052.0,92.0,0.0,0.1,13.0,0.0,0.6675,46.0,16.18,25.79,17.14,97.3,-0.2,2.53052,14641.0,21.0,37.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8,-2.0,0.37976,6107.0,89.0,21.0,-0.8,10.0,421.0,0.0,85.0,2.1,0.137,586.0,1.2,83.0,2.6,0.0,420.0,0.0,76.0,3.9,51.855,0.1,14.3,1.2,0.3,0.2,0.3,2.5,2.5,1.6,0,99,45,OFF,OFF,13.9,0.06,OFF,0.0,28.705,19.0,10.0,35.0,59.0,15.0,0.0,0.0,2.0,,OFF,2.0,3.039,1.0,11.0,15.088
2022-02-01,23:02:59,1.28,-4.75,1.57,-4.07,1.38,-4.6,91,90,91,75,83,92,0.83,0.0,0.0,0.0,0.56,0.27666666666666667,0.5366666666666667,23.2,28,0,0,OFF,OFF,ON,0,3.8,100,0,0,OFF,ON,29.4,29.5,0.22,29.4,0.77,9.0,6.0,6.23,38.0,97.09,0.16,93.199997,16.0,1.0,22.0,1.0,OFF,OFF,100.0,100.0,9.384,505.804,0.0,0.0,OFF,ON,51.855,5.143,0.0,0.0,OFF,OFF,1759.0,8.0,100.0,100.0,260.1,0.18,66.0,406.0,0.0,94.0,0.8,0.189,18.9,30.0,51.855,1.6,457.0,94.7,-1.1,0.35792,11052.0,92.0,0.0,0.1,13.0,0.0,0.6675,46.0,16.18,25.79,17.14,97.3,-0.2,2.53052,14641.0,21.0,37.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8,-2.0,0.37976,6107.0,89.0,21.0,-0.8,10.0,421.0,0.0,85.0,2.1,0.137,586.0,1.2,83.0,2.6,0.0,420.0,0.0,76.0,3.9,51.855,0.1,14.3,1.2,0.3,0.2,0.3,2.5,2.5,1.6,0,99,45,OFF,OFF,13.9,0.06,OFF,0.0,28.705,19.0,10.0,35.0,59.0,15.0,0.0,0.0,2.0,,OFF,2.0,3.039,1.0,11.0,15.088
2022-02-01,23:03:29,1.28,-4.75,1.57,-4.07,1.38,-4.6,91,90,91,75,83,92,0.83,0.0,0.0,0.0,0.56,0.27666666666666667,0.5366666666666667,23.2,28,0,0,OFF,OFF,ON,0,3.8,100,0,0,OFF,ON,29.4,29.5,0.22,29.4,0.77,9.0,6.0,6.23,38.0,97.09,0.16,93.199997,16.0,1.0,22.0,1.0,OFF,OFF,100.0,100.0,9.384,505.804,0.0,0.0,OFF,ON,51.855,5.143,0.0,0.0,OFF,OFF,1759.0,8.0,100.0,100.0,260.1,0.18,66.0,406.0,0.0,94.0,0.8,0.189,18.9,30.0,51.855,1.6,457.0,94.7,-1.1,0.35792,11052.0,92.0,0.0,0.1,13.0,0.0,0.6675,46.0,16.18,25.79,17.14,97.3,-0.2,2.53052,14641.0,21.0,37.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8,-2.0,0.37976,6107.0,89.0,21.0,-0.8,10.0,421.0,0.0,85.0,2.1,0.137,586.0,1.2,83.0,2.6,0.0,420.0,0.0,76.0,3.9,51.855,0.1,14.3,1.2,0.3,0.2,0.3,2.5,2.5,1.6,0,99,45,OFF,OFF,13.9,0.06,OFF,0.0,28.705,19.0,10.0,35.0,59.0,15.0,0.0,0.0,2.0,,OFF,2.0,3.039,1.0,11.0,15.088
2022-02-01,23:03:58,1.28,-4.75,1.57,-4.07,1.38,-4.6,91,90,91,75,83,92,0.83,0.0,0.0,0.0,0.56,0.27666666666666667,0.5366666666666667,23.2,28,0,0,OFF,OFF,ON,0,3.8,100,0,0,OFF,OFF,29.4,29.5,0.22,29.4,0.77,9.0,6.0,6.23,38.0,97.09,0.16,93.199997,16.0,1.0,22.0,1.0,OFF,OFF,100.0,100.0,9.384,505.804,0.0,0.0,OFF,ON,51.855,5.143,0.0,0.0,OFF,OFF,1759.0,8.0,100.0,100.0,260.1,0.18,66.0,406.0,0.0,94.0,0.8,0.189,18.9,30.0,51.855,1.6,457.0,94.7,-1.1,0.35792,11052.0,92.0,0.0,0.1,13.0,0.0,0.6675,46.0,16.18,25.79,17.14,97.3,-0.2,2.53052,14641.0,21.0,37.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8,-2.0,0.37976,6107.0,89.0,21.0,-0.8,10.0,421.0,0.0,85.0,2.1,0.137,586.0,1.2,83.0,2.6,0.0,420.0,0.0,76.0,3.9,51.855,0.1,14.3,1.2,0.3,0.2,0.3,2.5,2.5,1.6,0,99,45,OFF,OFF,13.9,0.06,OFF,0.0,28.705,19.0,10.0,35.0,59.0,15.0,0.0,0.0,2.0,,OFF,2.0,3.039,1.0,11.0,15.088
2022-02-01,23:04:28,1.28,-4.75,1.57,-4.07,1.38,-4.6,91,90,91,75,83,92,0.83,0.0,0.0,0.0,0.56,0.27666666666666667,0.5366666666666667,23.2,28,0,0,OFF,OFF,ON,0,3.8,100,0,0,OFF,OFF,29.4,29.5,0.22,29.4,0.77,9.0,6.0,6.23,38.0,97.09,0.16,93.199997,16.0,1.0,22.0,1.0,OFF,OFF,100.0,100.0,9.384,505.804,0.0,0.0,OFF,ON,51.855,5.143,0.0,0.0,OFF,OFF,1759.0,8.0,100.0,100.0,260.1,0.18,66.0,406.0,0.0,94.0,0.8,0.189,18.9,30.0,51.855,1.6,457.0,94.7,-1.1,0.35792,11052.0,92.0,0.0,0.1,13.0,0.0,0.6675,46.0,16.18,25.79,17.14,97.3,-0.2,2.53052,14641.0,21.0,37.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8,-2.0,0.37976,6107.0,89.0,21.0,-0.8,10.0,421.0,0.0,85.0,2.1,0.137,586.0,1.2,83.0,2.6,0.0,420.0,0.0,76.0,3.9,51.855,0.1,14.3,1.2,0.3,0.2,0.3,2.5,2.5,1.6,0,99,45,OFF,OFF,13.9,0.06,OFF,0.0,28.705,19.0,10.0,35.0,59.0,15.0,0.0,0.0,2.0,,OFF,2.0,3.039,1.0,11.0,15.088
2022-02-01,23:05:20,1.28,-4.75,1.57,-4.07,1.38,-4.6,91,90,91,75,83,92,0.83,0.0,0.0,0.0,0.56,0.27666666666666667,0.5366666666666667,23.2,28,0,0,OFF,OFF,ON,0,3.7,100,0,0,OFF,OFF,29.4,29.5,0.22,29.4,0.77,9.0,6.0,6.23,38.0,97.09,0.16,93.199997,16.0,1.0,22.0,1.0,OFF,OFF,100.0,100.0,9.384,505.804,0.0,0.0,OFF,ON,51.855,5.143,0.0,0.0,OFF,OFF,1759.0,8.0,100.0,100.0,260.1,0.18,66.0,406.0,0.0,94.0,0.8,0.189,18.9,30.0,51.855,1.6,457.0,94.7,-1.1,0.35792,11052.0,92.0,0.0,0.1,13.0,0.0,0.6675,46.0,16.18,25.79,17.14,97.3,-0.2,2.53052,14641.0,21.0,37.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8,-2.0,0.37976,6107.0,89.0,21.0,-0.8,10.0,421.0,0.0,85.0,2.1,0.137,586.0,1.2,83.0,2.6,0.0,420.0,0.0,76.0,3.9,51.855,0.1,14.3,1.2,0.3,0.2,0.3,2.5,2.5,1.6,0,99,45,OFF,OFF,13.9,0.06,OFF,0.0,28.705,19.0,10.0,35.0,59.0,15.0,0.0,0.0,2.0,,OFF,2.0,3.039,1.0,11.0,15.088
2022-02-01,23:05:49,1.28,-4.75,1.57,-4.07,1.38,-4.6,91,90,91,75,83,92,0.83,0.0,0.0,0.0,0.56,0.27666666666666667,0.5366666666666667,23.2,28,0,0,OFF,OFF,ON,0,3.7,100,0,0,OFF,OFF,29.4,29.5,0.22,29.4,0.77,9.0,6.0,6.23,38.0,97.09,0.16,93.199997,16.0,1.0,22.0,1.0,OFF,OFF,100.0,100.0,9.384,505.804,0.0,0.0,OFF,ON,51.855,5.143,0.0,0.0,OFF,OFF,1759.0,8.0,100.0,100.0,260.1,0.18,66.0,406.0,0.0,94.0,0.8,0.189,18.9,30.0,51.855,1.6,457.0,94.7,-1.1,0.35792,11052.0,92.0,0.0,0.1,13.0,0.0,0.6675,46.0,16.18,25.79,17.14,97.3,-0.2,2.53052,14641.0,21.0,37.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8,-2.0,0.37976,6107.0,89.0,21.0,-0.8,10.0,421.0,0.0,85.0,2.1,0.137,586.0,1.2,83.0,2.6,0.0,420.0,0.0,76.0,3.9,51.855,0.1,14.3,1.2,0.3,0.2,0.3,2.5,2.5,1.6,0,99,45,OFF,OFF,13.9,0.06,OFF,0.0,28.705,19.0,10.0,35.0,59.0,15.0,0.0,0.0,2.0,,OFF,2.0,3.039,1.0,11.0,15.088
2022-02-01,23:06:19,1.28,-4.75,1.57,-4.07,1.38,-4.6,91,90,91,75,83,92,0.83,0.0,0.0,0.0,0.56,0.27666666666666667,0.5366666666666667,23.3,28,0,0,OFF,OFF,ON,0,3.7,100,0,0,OFF,OFF,29.4,29.5,0.22,29.4,0.77,9.0,6.0,6.23,38.0,97.09,0.16,93.199997,16.0,1.0,22.0,1.0,OFF,OFF,100.0,100.0,9.384,505.804,0.0,0.0,OFF,ON,51.855,5.143,0.0,0.0,OFF,OFF,1759.0,8.0,100.0,100.0,260.1,0.18,66.0,406.0,0.0,94.0,0.8,0.189,18.9,30.0,51.855,1.6,457.0,94.7,-1.1,0.35792,11052.0,92.0,0.0,0.1,13.0,0.0,0.6675,46.0,16.18,25.79,17.14,97.3,-0.2,2.53052,14641.0,21.0,37.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8,-2.0,0.37976,6107.0,89.0,21.0,-0.8,10.0,421.0,0.0,85.0,2.1,0.137,586.0,1.2,83.0,2.6,0.0,420.0,0.0,76.0,3.9,51.855,0.1,14.3,1.2,0.3,0.2,0.3,2.5,2.5,1.6,0,99,45,OFF,OFF,13.9,0.06,OFF,0.0,28.705,19.0,10.0,35.0,59.0,15.0,0.0,0.0,2.0,,OFF,2.0,3.039,1.0,11.0,15.088
2022-02-01,23:06:49,1.28,-4.75,1.57,-4.07,1.38,-4.6,91,90,91,75,83,92,0.83,0.0,0.0,0.0,0.56,0.27666666666666667,0.5366666666666667,23.3,28,0,0,OFF,OFF,ON,0,3.7,100,0,0,OFF,OFF,29.4,29.5,0.22,29.4,0.77,9.0,6.0,6.23,38.0,97.09,0.16,93.199997,16.0,1.0,22.0,1.0,OFF,OFF,100.0,100.0,9.384,505.804,0.0,0.0,OFF,ON,51.855,5.143,0.0,0.0,OFF,OFF,1759.0,8.0,100.0,100.0,260.1,0.18,66.0,406.0,0.0,94.0,0.8,0.189,18.9,30.0,51.855,1.6,457.0,94.7,-1.1,0.35792,11052.0,92.0,0.0,0.1,13.0,0.0,0.6675,46.0,16.18,25.79,17.14,97.3,-0.2,2.53052,14641.0,21.0,37.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8,-2.0,0.37976,6107.0,89.0,21.0,-0.8,10.0,421.0,0.0,85.0,2.1,0.137,586.0,1.2,83.0,2.6,0.0,420.0,0.0,76.0,3.9,51.855,0.1,14.3,1.2,0.3,0.2,0.3,2.5,2.5,1.6,0,99,45,OFF,OFF,13.9,0.06,OFF,0.0,28.705,19.0,10.0,35.0,59.0,15.0,0.0,0.0,2.0,,OFF,2.0,3.039,1.0,11.0,15.088
2022-02-01,23:07:19,1.55,-4.0,1.75,-3.84,1.47,-4.48,72,78,85,75,83,92,0.83,0.0,0.0,0.0,0.0,0.27666666666666667,0.5366666666666667,23.2,28,0,0,OFF,OFF,ON,0,3.7,100,0,0,OFF,OFF,29.4,29.5,0.22,29.4,0.77,9.0,6.0,6.23,38.0,97.09,0.16,93.199997,16.0,1.0,22.0,1.0,OFF,OFF,100.0,100.0,9.384,505.804,0.0,0.0,OFF,ON,51.855,5.143,0.0,0.0,OFF,OFF,1759.0,8.0,100.0,100.0,260.1,0.18,66.0,406.0,0.0,94.0,0.8,0.189,18.9,30.0,51.855,1.6,457.0,94.7,-1.1,0.35792,11052.0,92.0,0.0,0.1,13.0,0.0,0.6675,46.0,16.18,25.79,17.14,97.3,-0.2,2.53052,14641.0,21.0,37.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8,-2.0,0.37976,6107.0,89.0,21.0,-0.8,10.0,421.0,0.0,85.0,2.1,0.137,586.0,1.2,83.0,2.6,0.0,420.0,0.0,76.0,3.9,51.855,0.1,14.3,1.2,0.3,0.2,0.3,2.5,2.5,1.6,0,99,45,OFF,OFF,13.9,0.06,OFF,0.0,28.705,19.0,10.0,35.0,59.0,15.0,0.0,0.0,2.0,,OFF,2.0,3.039,1.0,11.0,15.088
2022-02-01,23:07:49,1.55,-4.0,1.75,-3.84,1.47,-4.48,72,78,85,75,83,92,0.83,0.0,0.0,0.0,0.0,0.27666666666666667,0.5366666666666667,23.2,28,0,0,OFF,OFF,ON,0,3.7,100,0,0,OFF,OFF,29.4,29.5,0.22,29.4,0.77,9.0,6.0,6.23,38.0,97.09,0.16,93.199997,16.0,1.0,22.0,1.0,OFF,OFF,100.0,100.0,9.384,505.804,0.0,0.0,OFF,ON,51.855,5.143,0.0,0.0,OFF,OFF,1759.0,8.0,100.0,100.0,260.1,0.18,66.0,406.0,0.0,94.0,0.8,0.189,18.9,30.0,51.855,1.6,457.0,94.7,-1.1,0.35792,11052.0,92.0,0.0,0.1,13.0,0.0,0.6675,46.0,16.18,25.79,17.14,97.3,-0.2,2.53052,14641.0,21.0,37.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8,-2.0,0.37976,6107.0,89.0,21.0,-0.8,10.0,421.0,0.0,85.0,2.1,0.137,586.0,1.2,83.0,2.6,0.0,420.0,0.0,76.0,3.9,51.855,0.1,14.3,1.2,0.3,0.2,0.3,2.5,2.5,1.6,0,99,45,OFF,OFF,13.9,0.06,OFF,0.0,28.705,19.0,10.0,35.0,59.0,15.0,0.0,0.0,2.0,,OFF,2.0,3.039,1.0,11.0,15.088
2022-02-01,23:08:19,1.55,-4.0,1.75,-3.84,1.47,-4.48,72,78,85,75,83,92,0.83,0.0,0.0,0.0,0.0,0.27666666666666667,0.5366666666666667,23.2,28,0,0,OFF,OFF,ON,0,3.7,100,0,0,OFF,OFF,29.4,29.5,0.22,29.4,0.77,9.0,6.0,6.23,38.0,97.09,0.16,93.199997,16.0,1.0,22.0,1.0,OFF,OFF,100.0,100.0,9.384,505.804,0.0,0.0,OFF,ON,51.855,5.143,0.0,0.0,OFF,OFF,1759.0,8.0,100.0,100.0,260.1,0.18,66.0,406.0,0.0,94.0,0.8,0.189,18.9,30.0,51.855,1.6,457.0,94.7,-1.1,0.35792,11052.0,92.0,0.0,0.1,13.0,0.0,0.6675,46.0,16.18,25.79,17.14,97.3,-0.2,2.53052,14641.0,21.0,37.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8,-2.0,0.37976,6107.0,89.0,21.0,-0.8,10.0,421.0,0.0,85.0,2.1,0.137,586.0,1.2,83.0,2.6,0.0,420.0,0.0,76.0,3.9,51.855,0.1,14.3,1.2,0.3,0.2,0.3,2.5,2.5,1.6,0,99,45,OFF,OFF,13.9,0.06,OFF,0.0,28.705,19.0,10.0,35.0,59.0,15.0,0.0,0.0,2.0,,OFF,2.0,3.039,1.0,11.0,15.088
2022-02-01,23:08:48,1.55,-4.0,1.75,-3.84,1.47,-4.48,72,78,85,75,83,92,0.83,0.0,0.0,0.0,0.0,0.27666666666666667,0.5366666666666667,23.2,28,0,0,OFF,OFF,ON,0,3.7,100,0,0,OFF,ON,29.4,29.5,0.22,29.4,0.77,9.0,6.0,6.23,38.0,97.09,0.16,93.199997,16.0,1.0,22.0,1.0,OFF,OFF,100.0,100.0,9.384,505.804,0.0,0.0,OFF,ON,51.855,5.143,0.0,0.0,OFF,OFF,1759.0,8.0,100.0,100.0,260.1,0.18,66.0,406.0,0.0,94.0,0.8,0.189,18.9,30.0,51.855,1.6,457.0,94.7,-1.1,0.35792,11052.0,92.0,0.0,0.1,13.0,0.0,0.6675,46.0,16.18,25.79,17.14,97.3,-0.2,2.53052,14641.0,21.0,37.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8,-2.0,0.37976,6107.0,89.0,21.0,-0.8,10.0,421.0,0.0,85.0,2.1,0.137,586.0,1.2,83.0,2.6,0.0,420.0,0.0,76.0,3.9,51.855,0.1,14.3,1.2,0.3,0.2,0.3,2.5,2.5,1.6,0,99,45,OFF,OFF,13.9,0.06,OFF,0.0,28.705,19.0,10.0,35.0,59.0,15.0,0.0,0.0,2.0,,OFF,2.0,3.039,1.0,11.0,15.088
2022-02-01,23:09:18,1.55,-4.0,1.75,-3.84,1.47,-4.48,72,78,85,75,83,92,0.83,0.0,0.0,0.0,0.0,0.27666666666666667,0.5366666666666667,23.3,28,0,0,OFF,OFF,ON,0,3.7,100,0,0,OFF,ON,29.4,29.5,0.22,29.4,0.77,9.0,6.0,6.23,38.0,97.09,0.16,93.199997,16.0,1.0,22.0,1.0,OFF,OFF,100.0,100.0,9.384,505.804,0.0,0.0,OFF,ON,51.855,5.143,0.0,0.0,OFF,OFF,1759.0,8.0,100.0,100.0,260.1,0.18,66.0,406.0,0.0,94.0,0.8,0.189,18.9,30.0,51.855,1.6,457.0,94.7,-1.1,0.35792,11052.0,92.0,0.0,0.1,13.0,0.0,0.6675,46.0,16.18,25.79,17.14,97.3,-0.2,2.53052,14641.0,21.0,37.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8,-2.0,0.37976,6107.0,89.0,21.0,-0.8,10.0,421.0,0.0,85.0,2.1,0.137,586.0,1.2,83.0,2.6,0.0,420.0,0.0,76.0,3.9,51.855,0.1,14.3,1.2,0.3,0.2,0.3,2.5,2.5,1.6,0,99,45,OFF,OFF,13.9,0.06,OFF,0.0,28.705,19.0,10.0,35.0,59.0,15.0,0.0,0.0,2.0,,OFF,2.0,3.039,1.0,11.0,15.088
2022-02-01,23:09:48,1.55,-4.0,1.75,-3.84,1.47,-4.48,72,78,85,75,83,92,0.83,0.0,0.0,0.0,0.0,0.27666666666666667,0.5366666666666667,23.3,28,0,0,OFF,OFF,ON,0,3.7,100,0,0,OFF,OFF,29.4,29.5,0.22,29.4,0.77,9.0,6.0,6.23,38.0,97.09,0.16,93.199997,16.0,1.0,22.0,1.0,OFF,OFF,100.0,100.0,9.384,505.804,0.0,0.0,OFF,ON,51.855,5.143,0.0,0.0,OFF,OFF,1759.0,8.0,100.0,100.0,260.1,0.18,66.0,406.0,0.0,94.0,0.8,0.189,18.9,30.0,51.855,1.6,457.0,94.7,-1.1,0.35792,11052.0,92.0,0.0,0.1,13.0,0.0,0.6675,46.0,16.18,25.79,17.14,97.3,-0.2,2.53052,14641.0,21.0,37.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8,-2.0,0.37976,6107.0,89.0,21.0,-0.8,10.0,421.0,0.0,85.0,2.1,0.137,586.0,1.2,83.0,2.6,0.0,420.0,0.0,76.0,3.9,51.855,0.1,14.3,1.2,0.3,0.2,0.3,2.5,2.5,1.6,0,99,45,OFF,OFF,13.9,0.06,OFF,0.0,28.705,19.0,10.0,35.0,59.0,15.0,0.0,0.0,2.0,,OFF,2.0,3.039,1.0,11.0,15.088
2022-02-01,23:10:18,1.55,-4.0,1.75,-3.84,1.47,-4.48,72,78,85,75,83,92,0.83,0.0,0.0,0.0,0.0,0.27666666666666667,0.5366666666666667,23.3,28,0,0,OFF,OFF,ON,0,3.7,100,0,0,OFF,OFF,29.4,29.5,0.22,29.4,0.77,9.0,6.0,6.23,38.0,97.09,0.16,93.199997,16.0,1.0,22.0,1.0,OFF,OFF,100.0,100.0,9.384,505.804,0.0,0.0,OFF,ON,51.855,5.143,0.0,0.0,OFF,OFF,1759.0,8.0,100.0,100.0,260.1,0.18,66.0,406.0,0.0,94.0,0.8,0.189,18.9,30.0,51.855,1.6,457.0,94.7,-1.1,0.35792,11052.0,92.0,0.0,0.1,13.0,0.0,0.6675,46.0,16.18,25.79,17.14,97.3,-0.2,2.53052,14641.0,21.0,37.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8,-2.0,0.37976,6107.0,89.0,21.0,-0.8,10.0,421.0,0.0,85.0,2.1,0.137,586.0,1.2,83.0,2.6,0.0,420.0,0.0,76.0,3.9,51.855,0.1,14.3,1.2,0.3,0.2,0.3,2.5,2.5,1.6,0,99,45,OFF,OFF,13.9,0.06,OFF,0.0,28.705,19.0,10.0,35.0,59.0,15.0,0.0,0.0,2.0,,OFF,2.0,3.039,1.0,11.0,15.088
